path,hasLower,hasNum,base_size
fonts/Baloo-Regular.ttf,True,True,20.0
fonts/BalooBhai-Regular.ttf,True,True,20.0
fonts/BalooBhaijaan-Regular.ttf,True,True,20.0
fonts/BalooBhaina-Regular.ttf,True,True,20.0
fonts/BalooChettan-Regular.ttf,True,True,20.0
fonts/BalooDa-Regular.ttf,True,True,20.0
fonts/BalooPaaji-Regular.ttf,True,True,20.0
fonts/BalooTamma-Regular.ttf,True,True,20.0
fonts/BalooTammudu-Regular.ttf,True,True,20.0
fonts/BalooThambi-Regular.ttf,True,True,20.0
fonts/Balthazar-Regular.ttf,True,True,24.0
fonts/BambooGothic-Book.otf,True,True,18.0
fonts/BambooGothic-Book.ttf,True,True,18.0
fonts/Banksia-Black.otf,True,True,17.0
fonts/Banksia-Bold.otf,True,True,18.0
fonts/Banksia-Regular.otf,True,True,18.0
fonts/Bard.ttf,True,True,26.0
fonts/Barlow-Black.ttf,True,True,19.0
fonts/Barlow-BlackItalic.ttf,True,True,19.0
fonts/Barlow-Bold.ttf,True,True,19.0
fonts/Barlow-BoldItalic.ttf,True,True,19.0
fonts/Barlow-ExtraBold.ttf,True,True,19.0
fonts/Barlow-ExtraBoldItalic.ttf,True,True,19.0
fonts/Barlow-ExtraLight.ttf,True,True,20.0
fonts/Barlow-ExtraLightItalic.ttf,True,True,20.0
fonts/Barlow-Italic.ttf,True,True,20.0
fonts/Barlow-Light.ttf,True,True,20.0
fonts/Barlow-LightItalic.ttf,True,True,20.0
fonts/Barlow-Medium.ttf,True,True,20.0
fonts/Barlow-MediumItalic.ttf,True,True,20.0
fonts/Barlow-Regular.ttf,True,True,20.0
fonts/Barlow-SemiBold.ttf,True,True,20.0
fonts/Barlow-SemiBoldItalic.ttf,True,True,20.0
fonts/Barlow-Thin.ttf,True,True,20.0
fonts/Barlow-ThinItalic.ttf,True,True,20.0
fonts/BarlowCondensed-Black.ttf,True,True,19.0
fonts/BarlowCondensed-BlackItalic.ttf,True,True,19.0
fonts/BarlowCondensed-Bold.ttf,True,True,19.0
fonts/BarlowCondensed-BoldItalic.ttf,True,True,19.0
fonts/BarlowCondensed-ExtraBold.ttf,True,True,19.0
