         2710492 function calls (2566112 primitive calls) in 3.352 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:112(<dictcomp>)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:110(<dictcomp>)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:111(<dictcomp>)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:92(make_file_instructions)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:164(__init__)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:197(<listcomp>)
        1    0.000    0.000    0.002    0.002 arrow_reader.py:179(_read_files)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:206(get_file_instructions)
        1    0.000    0.000    0.002    0.002 arrow_reader.py:214(read)
        1    0.000    0.000    0.002    0.002 arrow_reader.py:241(read_files)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:314(__init__)
        1    0.000    0.000    0.002    0.002 arrow_reader.py:324(_get_table_from_filename)
        1    0.000    0.000    0.002    0.002 arrow_reader.py:339(read_table)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:450(_rel_to_abs_instr)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:523(_init)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:535(__init__)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:593(<genexpr>)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:564(from_spec)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:648(<listcomp>)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:636(to_absolute)
        1    0.000    0.000    0.000    0.000 version.py:65(_validate_operand)
        1    0.000    0.000    0.000    0.000 version.py:72(__eq__)
        1    0.000    0.000    0.000    0.000 info_utils.py:117(is_small_dataset)
        1    0.000    0.000    0.001    0.001 logging.py:204(__call__)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:405(__post_init__)
        1    0.000    0.000    0.000    0.000 _headers.py:35(build_hf_headers)
        1    0.000    0.000    0.000    0.000 _headers.py:133(get_token_to_send)
        1    0.000    0.000    0.000    0.000 _headers.py:165(_validate_token_to_send)
        1    0.000    0.000    0.000    0.000 _headers.py:182(_http_user_agent)
        1    0.000    0.000    0.000    0.000 _runtime.py:78(get_python_version)
        1    0.000    0.000    0.000    0.000 _runtime.py:83(get_hf_hub_version)
        1    0.000    0.000    0.000    0.000 _runtime.py:88(is_fastai_available)
        1    0.000    0.000    0.000    0.000 _runtime.py:97(is_fastcore_available)
        1    0.000    0.000    0.000    0.000 _runtime.py:151(is_tf_available)
        1    0.000    0.000    0.000    0.000 _runtime.py:160(is_torch_available)
        1    0.000    0.000    0.000    0.000 _runtime.py:164(get_torch_version)
        1    0.000    0.000    0.000    0.000 scanner.py:651(fetch_single)
        1    0.000    0.000    0.000    0.000 constructor.py:220(construct_yaml_null)
        1    0.000    0.000    0.024    0.024 __init__.py:117(safe_load)
        1    0.000    0.000    0.000    0.000 _errors.py:206(hf_raise_for_status)
        1    0.000    0.000    0.000    0.000 reader.py:122(determine_encoding)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {built-in method fcntl.ioctl}
        1    0.000    0.000    0.000    0.000 configurable.py:565(initialized)
        1    0.000    0.000    0.000    0.000 std.py:540(_decr_instances)
        1    0.000    0.000    0.000    0.000 std.py:613(get_lock)
        1    0.000    0.000    0.000    0.000 std.py:787(__init__)
        1    0.000    0.000    0.000    0.000 std.py:1065(__del__)
        1    0.000    0.000    0.000    0.000 std.py:1293(refresh)
        1    0.000    0.000    0.000    0.000 _monitor.py:32(__init__)
        1    0.000    0.000    0.000    0.000 _monitor.py:98(report)
        1    0.000    0.000    0.000    0.000 _monitor.py:50(exit)
        1    0.000    0.000    0.000    0.000 utils.py:152(__eq__)
        1    0.000    0.000    0.000    0.000 utils.py:233(_is_utf)
        1    0.000    0.000    0.000    0.000 utils.py:247(_supports_unicode)
        1    0.000    0.000    0.000    0.000 utils.py:263(_environ_cols_wrapper)
        1    0.000    0.000    0.000    0.000 utils.py:315(_environ_cols_linux)
        1    0.000    0.000    0.000    0.000 getipython.py:17(get_ipython)
        1    0.000    0.000    0.000    0.000 models.py:836(text)
        1    0.000    0.000    0.001    0.001 models.py:874(json)
        1    0.000    0.000    0.000    0.000 models.py:918(raise_for_status)
        1    0.000    0.000    0.000    0.000 std.py:287(status_printer)
        1    0.000    0.000    0.000    0.000 std.py:511(__new__)
        1    0.000    0.000    0.000    0.000 std.py:536(<genexpr>)
        1    0.000    0.000    0.000    0.000 std.py:533(_get_free_pos)
        1    0.000    0.000    0.229    0.229 api.py:64(get)
        1    0.000    0.000    0.000    0.000 hf_api.py:3983(_build_hf_headers)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:420(_str_to_read_instruction)
        1    0.000    0.000    0.000    0.000 hf_api.py:469(<listcomp>)
        1    0.000    0.000    0.000    0.000 hf_api.py:444(__init__)
        1    0.000    0.000    0.000    0.000 hf_api.py:751(__init__)
        1    0.000    0.000    0.230    0.230 hf_api.py:1630(dataset_info)
        1    0.000    0.000    0.000    0.000 spec.py:602(exists)
        1    0.000    0.000    0.000    0.000 arrow_dataset.py:581(<dictcomp>)
        1    0.000    0.000    0.000    0.000 arrow_dataset.py:579(update_metadata_with_features)
        1    0.000    0.000    0.000    0.000 arrow_dataset.py:595(_check_table)
        1    0.000    0.000    0.000    0.000 arrow_dataset.py:607(_check_column_names)
        1    0.000    0.000    0.001    0.001 arrow_dataset.py:629(__init__)
        1    0.000    0.000    0.001    0.001 arrow_dataset.py:1249(__del__)
        1    0.000    0.000    0.000    0.000 ipc.py:50(__init__)
        1    0.000    0.000    0.000    0.000 ipc.py:145(_ensure_default_ipc_read_options)
        1    0.000    0.000    0.000    0.000 ipc.py:171(open_stream)
        1    0.000    0.000    0.000    0.000 arrow_dataset.py:142(__init__)
        1    0.000    0.000    0.000    0.000 {method '_open' of 'pyarrow.lib._RecordBatchStreamReader' objects}
        1    0.002    0.002    0.002    0.002 {method 'read_all' of 'pyarrow.lib.RecordBatchReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'replace_schema_metadata' of 'pyarrow.lib.Table' objects}
        1    0.000    0.000    0.000    0.000 {pyarrow.lib.memory_map}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'read' of 'pandas._libs.parsers.TextReader' objects}
        1    0.000    0.000    0.000    0.000 parsers.py:396(_validate_names)
        1    0.000    0.000    0.003    0.003 parsers.py:416(_read)
        1    0.000    0.000    0.003    0.003 parsers.py:530(parser_f)
        1    0.000    0.000    0.000    0.000 parsers.py:792(__init__)
        1    0.000    0.000    0.000    0.000 parsers.py:882(close)
        1    0.000    0.000    0.000    0.000 parsers.py:885(_get_options_with_defaults)
        1    0.000    0.000    0.000    0.000 parsers.py:923(_check_file_or_buffer)
        1    0.000    0.000    0.000    0.000 parsers.py:939(_clean_options)
        1    0.000    0.000    0.000    0.000 parsers.py:1112(_make_engine)
        1    0.000    0.000    0.003    0.003 parsers.py:1131(read)
        1    0.000    0.000    0.000    0.000 parsers.py:1156(_create_index)
        1    0.000    0.000    0.000    0.000 parsers.py:1271(_validate_usecols_arg)
        1    0.000    0.000    0.000    0.000 parsers.py:1321(_validate_parse_dates_arg)
        1    0.000    0.000    0.000    0.000 parsers.py:1345(__init__)
        1    0.000    0.000    0.000    0.000 parsers.py:1432(_has_complex_date_col)
        1    0.000    0.000    0.000    0.000 parsers.py:1517(_maybe_dedup_names)
        1    0.000    0.000    0.000    0.000 parsers.py:1551(_make_index)
        1    0.000    0.000    0.000    0.000 parsers.py:1842(_do_date_conversions)
        1    0.000    0.000    0.000    0.000 parsers.py:1864(__init__)
        1    0.000    0.000    0.000    0.000 parsers.py:1969(close)
        1    0.000    0.000    0.000    0.000 parsers.py:1979(_set_noconvert_columns)
        1    0.000    0.000    0.000    0.000 parsers.py:2108(<listcomp>)
        1    0.000    0.000    0.000    0.000 parsers.py:2110(<dictcomp>)
        1    0.000    0.000    0.000    0.000 parsers.py:2035(read)
        1    0.000    0.000    0.000    0.000 parsers.py:3213(_make_date_converter)
        1    0.000    0.000    0.000    0.000 parsers.py:3258(_process_date_conversion)
        1    0.000    0.000    0.000    0.000 parsers.py:3346(_clean_na_values)
        1    0.000    0.000    0.002    0.002 construction.py:213(init_dict)
        1    0.000    0.000    0.000    0.000 construction.py:300(_homogenize)
        1    0.000    0.000    0.001    0.001 series.py:313(_init_dict)
        1    0.000    0.000    0.000    0.000 series.py:359(_constructor)
        1    0.000    0.000    0.000    0.000 series.py:438(values)
        1    0.000    0.000    0.000    0.000 series.py:3857(_reduce)
        1    0.000    0.000    0.000    0.000 series.py:4027(reindex)
        1    0.000    0.000    0.000    0.000 series.py:4400(isna)
        1    0.000    0.000    0.000    0.000 common.py:40(is_url)
        1    0.000    0.000    0.000    0.000 common.py:78(validate_header_arg)
        1    0.000    0.000    0.000    0.000 common.py:120(is_s3_url)
        1    0.000    0.000    0.000    0.000 common.py:127(is_gcs_url)
        1    0.000    0.000    0.000    0.000 common.py:144(get_filepath_or_buffer)
        1    0.000    0.000    0.000    0.000 common.py:259(infer_compression)
        1    0.000    0.000    0.000    0.000 managers.py:212(_rebuild_blknos_and_blklocs)
        1    0.000    0.000    0.000    0.000 managers.py:329(_verify_integrity)
        1    0.000    0.000    0.000    0.000 managers.py:647(is_consolidated)
        1    0.000    0.000    0.000    0.000 managers.py:656(<listcomp>)
        1    0.000    0.000    0.000    0.000 managers.py:655(_consolidate_check)
        1    0.000    0.000    0.000    0.000 managers.py:927(consolidate)
        1    0.000    0.000    0.000    0.000 managers.py:943(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 managers.py:1562(external_values)
        1    0.000    0.000    0.000    0.000 managers.py:1576(is_consolidated)
        1    0.000    0.000    0.001    0.001 managers.py:1667(create_block_manager_from_arrays)
        1    0.000    0.000    0.000    0.000 managers.py:1700(form_blocks)
        1    0.000    0.000    0.000    0.000 managers.py:1815(<lambda>)
        1    0.000    0.000    0.000    0.000 managers.py:1811(_multi_blockify)
        1    0.000    0.000    0.000    0.000 blocks.py:202(external_values)
        1    0.000    0.000    0.000    0.000 managers.py:128(<listcomp>)
        1    0.000    0.000    0.000    0.000 managers.py:122(__init__)
        1    0.000    0.000    0.000    0.000 range.py:83(__new__)
        1    0.000    0.000    0.000    0.000 range.py:131(_simple_new)
        1    0.000    0.000    0.000    0.000 range.py:155(_data)
        1    0.000    0.000    0.000    0.000 range.py:210(start)
        1    0.000    0.000    0.000    0.000 range.py:233(stop)
        1    0.000    0.000    0.000    0.000 range.py:256(step)
        1    0.000    0.000    0.000    0.000 range.py:316(dtype)
        1    0.000    0.000    0.000    0.000 numeric.py:83(_validate_dtype)
        1    0.000    0.000    0.000    0.000 generic.py:7264(isna)
        1    0.000    0.000    0.001    0.001 construction.py:56(arrays_to_mgr)
        1    0.000    0.000    0.000    0.000 generic.py:11343(logical_func)
        1    0.000    0.000    0.000    0.000 generic.py:238(attrs)
        1    0.000    0.000    0.000    0.000 generic.py:381(<dictcomp>)
        1    0.000    0.000    0.000    0.000 generic.py:356(_construct_axes_from_arguments)
        1    0.000    0.000    0.000    0.000 generic.py:396(_get_axis_number)
        1    0.000    0.000    0.000    0.000 generic.py:409(_get_axis_name)
        1    0.000    0.000    0.000    0.000 generic.py:422(_get_axis)
        1    0.000    0.000    0.000    0.000 generic.py:4299(reindex)
        1    0.000    0.000    0.000    0.000 generic.py:5235(__finalize__)
        1    0.000    0.000    0.000    0.000 generic.py:5331(_protect_consolidate)
        1    0.000    0.000    0.000    0.000 generic.py:5344(f)
        1    0.000    0.000    0.000    0.000 generic.py:5341(_consolidate_inplace)
        1    0.000    0.000    0.002    0.002 frame.py:414(__init__)
        1    0.000    0.000    0.000    0.000 base.py:1186(name)
        1    0.000    0.000    0.000    0.000 base.py:1656(is_unique)
        1    0.000    0.000    0.000    0.000 base.py:1737(is_all_dates)
        1    0.000    0.000    0.000    0.000 base.py:4077(identical)
        1    0.000    0.000    0.000    0.000 base.py:1035(__iter__)
        1    0.000    0.000    0.000    0.000 missing.py:73(clean_fill_method)
        1    0.000    0.000    0.000    0.000 missing.py:601(clean_reindex_fill_method)
        1    0.000    0.000    0.000    0.000 nanops.py:166(_get_fill_value)
        1    0.000    0.000    0.000    0.000 nanops.py:189(_maybe_get_mask)
        1    0.000    0.000    0.000    0.000 nanops.py:234(_get_values)
        1    0.000    0.000    0.000    0.000 nanops.py:329(_na_ok_dtype)
        1    0.000    0.000    0.000    0.000 nanops.py:396(nanany)
        1    0.000    0.000    0.000    0.000 common.py:188(all_none)
        1    0.000    0.000    0.000    0.000 common.py:280(maybe_iterable_to_list)
        1    0.000    0.000    0.001    0.001 construction.py:590(create_series_with_explicit_dtype)
        1    0.000    0.000    0.000    0.000 function.py:42(__call__)
