path,hasLower,hasNum
fonts/AvrileSans-Light.ttf,True,True
fonts/AvrileSans-LightItalic.ttf,True,True
fonts/AvrileSans-Medium.ttf,True,True
fonts/AvrileSans-MediumItalic.ttf,True,True
fonts/AvrileSans-Regular.ttf,True,True
fonts/AvrileSans-SemiBold.ttf,True,True
fonts/AvrileSans-SemiBoldItalic.ttf,True,True
fonts/AvrileSans-Thin.ttf,True,True
fonts/AvrileSans-ThinItalic.ttf,True,True
fonts/AvrileSerif-Black.ttf,True,True
fonts/AvrileSerif-BlackItalic.ttf,True,True
fonts/AvrileSerif-Bold.ttf,True,True
fonts/AvrileSerif-BoldItalic.ttf,True,True
fonts/AvrileSerif-ExtraBold.ttf,True,True
fonts/AvrileSerif-ExtraBoldItalic.ttf,True,True
fonts/AvrileSerif-ExtraLight.ttf,True,True
fonts/AvrileSerif-ExtraLightItalic.ttf,True,True
fonts/AvrileSerif-Italic.ttf,True,True
fonts/AvrileSerif-Light.ttf,True,True
fonts/AvrileSerif-LightItalic.ttf,True,True
fonts/AvrileSerif-Medium.ttf,True,True
fonts/AvrileSerif-MediumItalic.ttf,True,True
fonts/AvrileSerif-Regular.ttf,True,True
fonts/AvrileSerif-SemiBold.ttf,True,True
fonts/AvrileSerif-SemiBoldItalic.ttf,True,True
fonts/AvrileSerif-Thin.ttf,True,True
fonts/AvrileSerif-ThinItalic.ttf,True,True
fonts/Awery.ttf,True,True
fonts/Azurite (1).ttf,True,True
fonts/B20Sans.ttf,True,True
fonts/BERNN___.TTF,True,True
fonts/BETAD___.TTF,True,True
fonts/BEUNA LINE.ttf,True,True
fonts/BOLONEWT.TTF,True,True
fonts/BOMBARD_.otf,True,True
fonts/BOMBARD_.ttf,True,True
fonts/BOOTERFZ.ttf,True,True
fonts/BOOTEROF.ttf,True,True
fonts/BOOTEROZ.ttf,True,True
fonts/BOOTERZF.ttf,True,True
fonts/BOOTERZZ.ttf,True,True
fonts/BPdiet.otf,True,True
fonts/BPmono.ttf,True,True
fonts/BPmonoBold.ttf,True,True
fonts/BPmonoItalics.ttf,True,True
fonts/BPmouse.otf,True,True
fonts/BPpongGrunge.otf,True,True
fonts/BPreplayExtended.otf,True,True
fonts/BPreplayExtendedBold.otf,True,True
fonts/BPreplayExtendedBoldItalics.otf,True,True
fonts/BPreplayExtendedItalics.otf,True,True
fonts/BPtypewrite.otf,True,True
fonts/BPtypewriteDamaged.otf,True,True
fonts/BPtypewriteDamagedItalics.otf,True,True
fonts/BPtypewriteDamagedUnderscored.ttf,True,True
fonts/BPtypewriteDamagedUnderscoredItalics.ttf,True,True
fonts/BPtypewriteItalics.otf,True,True
fonts/BPtypewriteUnderscored.ttf,True,True
fonts/BPtypewriteUnderscoredItalics.ttf,True,True
fonts/BRASSI__.ttf,True,True
fonts/BStyle_R.otf,True,True
fonts/BStyle_R.ttf,True,True
fonts/Bagnard.otf,True,True
fonts/BagnardSans.otf,True,True
fonts/Baldur.ttf,True,True
fonts/Baloo-Regular.ttf,True,True
fonts/BalooBhai-Regular.ttf,True,True
fonts/BalooBhaijaan-Regular.ttf,True,True
fonts/BalooBhaina-Regular.ttf,True,True
fonts/BalooChettan-Regular.ttf,True,True
fonts/BalooDa-Regular.ttf,True,True
fonts/BalooPaaji-Regular.ttf,True,True
fonts/BalooTamma-Regular.ttf,True,True
fonts/BalooTammudu-Regular.ttf,True,True
fonts/BalooThambi-Regular.ttf,True,True
fonts/Balthazar-Regular.ttf,True,True
fonts/BambooGothic-Book.otf,True,True
fonts/BambooGothic-Book.ttf,True,True
fonts/Banksia-Black.otf,True,True
fonts/Banksia-Bold.otf,True,True
fonts/Banksia-Regular.otf,True,True
fonts/Bard.ttf,True,True
fonts/Barlow-Black.ttf,True,True
fonts/Barlow-BlackItalic.ttf,True,True
fonts/Barlow-Bold.ttf,True,True
fonts/Barlow-BoldItalic.ttf,True,True
fonts/Barlow-ExtraBold.ttf,True,True
fonts/Barlow-ExtraBoldItalic.ttf,True,True
fonts/Barlow-ExtraLight.ttf,True,True
fonts/Barlow-ExtraLightItalic.ttf,True,True
fonts/Barlow-Italic.ttf,True,True
fonts/Barlow-Light.ttf,True,True
fonts/Barlow-LightItalic.ttf,True,True
fonts/Barlow-Medium.ttf,True,True
fonts/Barlow-MediumItalic.ttf,True,True
fonts/Barlow-Regular.ttf,True,True
fonts/Barlow-SemiBold.ttf,True,True
fonts/Barlow-SemiBoldItalic.ttf,True,True
fonts/Barlow-Thin.ttf,True,True
fonts/Barlow-ThinItalic.ttf,True,True
fonts/BarlowCondensed-Black.ttf,True,True
fonts/BarlowCondensed-BlackItalic.ttf,True,True
fonts/BarlowCondensed-Bold.ttf,True,True
fonts/BarlowCondensed-BoldItalic.ttf,True,True
fonts/BarlowCondensed-ExtraBold.ttf,True,True
fonts/BarlowCondensed-ExtraBoldItalic.ttf,True,True
fonts/BarlowCondensed-ExtraLight.ttf,True,True
fonts/BarlowCondensed-ExtraLightItalic.ttf,True,True
fonts/BarlowCondensed-Italic.ttf,True,True
fonts/BarlowCondensed-Light.ttf,True,True
fonts/BarlowCondensed-LightItalic.ttf,True,True
fonts/BarlowCondensed-Medium.ttf,True,True
fonts/BarlowCondensed-MediumItalic.ttf,True,True
fonts/BarlowCondensed-Regular.ttf,True,True
fonts/BarlowCondensed-SemiBold.ttf,True,True
fonts/BarlowCondensed-SemiBoldItalic.ttf,True,True
fonts/BarlowCondensed-Thin.ttf,True,True
fonts/BarlowCondensed-ThinItalic.ttf,True,True
fonts/BarlowSemiCondensed-Black.ttf,True,True
fonts/BarlowSemiCondensed-BlackItalic.ttf,True,True
fonts/BarlowSemiCondensed-Bold.ttf,True,True
fonts/BarlowSemiCondensed-BoldItalic.ttf,True,True
fonts/BarlowSemiCondensed-ExtraBold.ttf,True,True
fonts/BarlowSemiCondensed-ExtraBoldItalic.ttf,True,True
fonts/BarlowSemiCondensed-ExtraLight.ttf,True,True
fonts/BarlowSemiCondensed-ExtraLightItalic.ttf,True,True
fonts/BarlowSemiCondensed-Italic.ttf,True,True
fonts/BarlowSemiCondensed-Light.ttf,True,True
fonts/BarlowSemiCondensed-LightItalic.ttf,True,True
fonts/BarlowSemiCondensed-Medium.ttf,True,True
fonts/BarlowSemiCondensed-MediumItalic.ttf,True,True
fonts/BarlowSemiCondensed-Regular.ttf,True,True
fonts/BarlowSemiCondensed-SemiBold.ttf,True,True
fonts/BarlowSemiCondensed-SemiBoldItalic.ttf,True,True
fonts/BarlowSemiCondensed-Thin.ttf,True,True
fonts/BarlowSemiCondensed-ThinItalic.ttf,True,True
fonts/Barq.ttf,True,True
fonts/Barq_bold.ttf,True,True
fonts/Basic-Regular.otf,True,True
fonts/Basic-Regular.ttf,True,True
fonts/BaskervaldADFStd-Bold.otf,True,True
fonts/BaskervaldADFStd-BoldItalic.otf,True,True
fonts/BaskervaldADFStd-Heavy.otf,True,True
fonts/BaskervaldADFStd-HeavyItalic.otf,True,True
fonts/BaskervaldADFStd-Italic.otf,True,True
fonts/BaskervaldADFStd.otf,True,True
fonts/Baskervville-Italic.otf,True,True
fonts/Baskervville-Italic.ttf,True,True
fonts/Baskervville-Regular.otf,True,True
fonts/Baskervville-Regular.ttf,True,True
fonts/Baumans-Regular.ttf,True,True
fonts/Belgrano-Regular.ttf,True,True
fonts/Bellefair-Regular.ttf,True,True
fonts/Belleza-Regular.ttf,True,True
fonts/Belshaw.ttf,True,True
fonts/BendyStraw.ttf,True,True
fonts/BenjaminFranklin.ttf,True,True
fonts/Benne-Regular.otf,True,True
fonts/Bentham-Regular.ttf,True,True
fonts/Berenika-Book.ttf,True,True
fonts/BerenisADFPro-Bold.otf,True,True
fonts/BerenisADFPro-BoldItalic.otf,True,True
fonts/BerenisADFPro-Italic.otf,True,True
fonts/BerenisADFPro-Regular.otf,True,True
fonts/BerkshireSwash-Regular.ttf,True,True
fonts/Berlin - Italic.ttf,True,True
fonts/Berlin Bold.ttf,True,True
fonts/Berlin Email 2.ttf,True,True
fonts/Berlin Email Wide Semibold.ttf,True,True
fonts/Berlin Email.ttf,True,True
fonts/Berlin X-Bold.ttf,True,True
fonts/Berlin.ttf,True,True
fonts/Berlina Bold.ttf,True,True
fonts/Berlina X-Bold.ttf,True,True
fonts/Berlina.ttf,True,True
fonts/Bernardo Moda Bold.ttf,True,True
fonts/Bernardo Moda Semibold.ttf,True,True
fonts/Bernardo Moda contrast.ttf,True,True
fonts/Bernardo Moda.ttf,True,True
fonts/BernerBasisschrift2.ttf,True,True
fonts/Berolina.ttf,True,True
fonts/Besley-Bold.ttf,True,True
fonts/Besley-BoldItalic.ttf,True,True
fonts/Besley-Book.ttf,True,True
fonts/Besley-BookItalic.ttf,True,True
fonts/Besley-Fatface.ttf,True,True
fonts/Besley-FatfaceItalic.ttf,True,True
fonts/Besley-Heavy.ttf,True,True
fonts/Besley-HeavyItalic.ttf,True,True
fonts/Besley-Medium.ttf,True,True
fonts/Besley-MediumItalic.ttf,True,True
fonts/Besley-Semi.ttf,True,True
fonts/Besley-SemiItalic.ttf,True,True
fonts/BesleyCondensed-Bold.ttf,True,True
fonts/BesleyCondensed-BoldItalic.ttf,True,True
fonts/BesleyCondensed-Book.ttf,True,True
fonts/BesleyCondensed-Fatface.ttf,True,True
fonts/BesleyCondensed-FatfaceItalic.ttf,True,True
fonts/BesleyCondensed-Heavy.ttf,True,True
fonts/BesleyCondensed-HeavyItalic.ttf,True,True
fonts/BesleyCondensed-Italic.ttf,True,True
fonts/BesleyCondensed-Medium.ttf,True,True
fonts/BesleyCondensed-MediumItalic.ttf,True,True
fonts/BesleyCondensed-Semi.ttf,True,True
fonts/BesleyCondensed-SemiItalic.ttf,True,True
fonts/BesleyNarrow-Bold.ttf,True,True
fonts/BesleyNarrow-BoldItalic.ttf,True,True
fonts/BesleyNarrow-Book.ttf,True,True
fonts/BesleyNarrow-Fatface.ttf,True,True
fonts/BesleyNarrow-FatfaceItalic.ttf,True,True
fonts/BesleyNarrow-Heavy.ttf,True,True
fonts/BesleyNarrow-HeavyItalic.ttf,True,True
fonts/BesleyNarrow-Italic.ttf,True,True
fonts/BesleyNarrow-Medium.ttf,True,True
fonts/BesleyNarrow-MediumItalic.ttf,True,True
fonts/BesleyNarrow-Semi.ttf,True,True
fonts/BesleyNarrow-SemiItalic.ttf,True,True
fonts/Beta54.ttf,True,True
fonts/Bevan.ttf,True,True
fonts/BigShouldersDisplay-Black.ttf,True,True
fonts/BigShouldersDisplay-Bold.ttf,True,True
fonts/BigShouldersDisplay-ExtraBold.ttf,True,True
fonts/BigShouldersDisplay-Light.ttf,True,True
fonts/BigShouldersDisplay-Regular.ttf,True,True
fonts/BigShouldersDisplay-SemiBold.ttf,True,True
fonts/Bigfish.otf,True,True
fonts/Bigfish.ttf,True,True
fonts/BigshotOne.ttf,True,True
fonts/Bilbo-Regular.ttf,True,True
fonts/Bimbo_JVE.ttf,True,True
fonts/BioRhyme-Bold.ttf,True,True
fonts/BioRhyme-ExtraBold.ttf,True,True
fonts/BioRhyme-ExtraLight.ttf,True,True
fonts/BioRhyme-Light.ttf,True,True
fonts/BioRhyme-Regular.ttf,True,True
fonts/BioRhymeExpanded-Bold.ttf,True,True
fonts/BioRhymeExpanded-ExtraBold.ttf,True,True
fonts/BioRhymeExpanded-ExtraLight.ttf,True,True
fonts/BioRhymeExpanded-Light.ttf,True,True
fonts/BioRhymeExpanded-Regular.ttf,True,True
